,Name,Record,Height,Weight,Reach,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub Avg,wins,draws,losses,age,STANCE_Orthodox,STANCE_Southpaw,STANCE_Switch,ELO
247,Keita Nakamura,Record: 34-10-2 (1 NC),71.0,170.0,73.0,1984-05-22,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,34,2,10,41,False,True,False,0.24748024705475696
248,Movsar Evloev,Record: 19-0-0,67.0,145.0,72.0,1994-02-11,3.99,0.48,2.66,0.6,4.67,0.48,0.61,0.2,19,0,0,31,True,False,False,1.894341308097141
249,Hacran Dias,Record: 23-6-1,68.0,155.0,69.0,1984-06-16,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,23,1,6,41,True,False,False,0.2550516302169476
250,Kay Hansen,Record: 7-6-0,62.0,115.0,63.0,1999-08-14,3.01,0.5,3.19,0.51,1.83,0.22,0.37,0.8,7,0,6,26,True,False,False,0.684912383319312
252,Tim McKenzie,Record: 14-9-0,72.0,185.0,74.0,1982-07-21,1.37,0.54,2.96,0.44,0.0,0.0,0.28,2.1,14,0,9,43,True,False,False,0.0868606825893435
253,Georges St-Pierre,Record: 26-2-0,71.0,185.0,76.0,1981-05-19,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1,26,0,2,44,True,False,False,0.565345115340878
254,Evan Elder,Record: 10-2-0,70.0,155.0,72.0,1997-04-11,5.66,0.5,4.94,0.57,0.48,0.15,0.4,0.5,10,0,2,28,False,False,True,0.44422371434852137
256,Chasen Blair,Record: 7-4-0,70.0,155.0,71.0,1998-10-14,4.31,0.39,5.39,0.55,0.0,0.0,1.0,0.0,7,0,4,27,True,False,False,-0.5238659291021277
257,Song Yadong,Record: 22-8-1 (1 NC),68.0,135.0,67.0,1997-12-02,4.58,0.43,4.0,0.55,0.61,0.38,0.73,0.1,22,1,8,28,True,False,False,0.670402466838315
259,KyuSung Kim,Record: 12-6-0,71.0,125.0,69.0,1992-11-05,1.53,0.53,0.87,0.69,0.0,0.0,0.33,0.0,12,0,6,33,True,False,False,0.06903682378704624
260,Sarah Alpar,Record: 9-6-0,64.0,135.0,63.0,1991-06-01,2.36,0.44,6.06,0.38,1.61,0.26,0.2,0.4,9,0,6,34,False,True,False,0.34793806499542607
261,Jarno Errens,Record: 14-6-1,71.0,145.0,73.0,1994-11-17,3.29,0.44,3.29,0.61,0.0,0.0,0.33,0.3,14,1,6,31,True,False,False,0.038511855843510794
264,Ricardo Romero,Record: 11-3-0,72.0,205.0,76.0,1978-04-15,2.17,0.55,4.77,0.46,1.63,0.1,1.0,3.3,11,0,3,47,True,False,False,0.0017099637877133922
265,Ji Yeon Kim,Record: 9-7-2,67.0,125.0,72.0,1989-10-18,5.37,0.36,5.41,0.56,0.0,0.0,0.5,0.1,9,2,7,36,True,False,False,-0.056865124777398135
268,Otari Tanzilovi,Record: 9-1-0,70.0,135.0,70.0,1998-04-09,4.53,0.72,3.33,0.55,4.0,0.25,0.0,0.0,9,0,1,27,True,False,False,1.086977208488902
269,Salim Touahri,Record: 10-4-0,70.0,170.0,72.0,1989-09-28,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0,10,0,4,36,True,False,False,-0.12322983047433905
273,Joe Lauzon,Record: 28-16-0,70.0,155.0,71.0,1984-05-22,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,28,0,16,41,True,False,False,0.21346230497235083
275,Antonio Arroyo,Record: 9-5-0,75.0,185.0,73.0,1989-07-01,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,9,0,5,36,True,False,False,0.5109932866960006
277,Cathal Pendred,Record: 17-4-1,73.0,170.0,75.0,1987-09-02,2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4,17,1,4,38,True,False,False,0.4607219239792489
280,John Gunderson,Record: 35-16-2,69.0,155.0,69.0,1979-01-05,1.04,0.27,1.71,0.58,1.67,0.33,0.11,2.0,35,2,16,46,True,False,False,0.16309645103134254
281,Aiemann Zahabi,Record: 14-2-0,68.0,135.0,68.0,1987-11-19,4.54,0.47,4.08,0.69,0.12,0.14,0.83,0.0,14,0,2,38,True,False,False,0.09911995847900282
284,Anthony Ivy,Record: 8-4-0,74.0,185.0,74.0,1990-01-23,2.5,0.42,4.57,0.51,4.69,0.2,1.0,0.0,8,0,4,35,True,False,False,0.18239198268091644
285,Galore Bofando,Record: 5-3-0,71.0,170.0,72.0,1982-05-22,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,5,0,3,43,False,False,True,0.19005731735400228
286,Nasrudin Nasrudinov,Record: 9-1-0,72.0,205.0,71.0,1991-10-06,1.03,0.87,0.29,0.75,2.2,0.5,0.4,0.0,9,0,1,34,True,False,False,0.813560454695071
287,Hyder Amil,Record: 11-2-0,69.0,145.0,70.0,1990-05-28,5.81,0.52,3.95,0.51,0.56,0.18,0.65,0.8,11,0,2,35,False,False,True,0.6938453346812111
290,Melissa Martinez,Record: 8-2-0,62.0,115.0,66.0,1997-08-18,3.78,0.47,5.21,0.53,0.35,0.5,0.5,0.0,8,0,2,28,False,True,False,0.061653646201659626
291,Eddie Sanchez,Record: 15-8-0,74.0,230.0,74.0,1982-11-04,3.45,0.43,3.3,0.43,1.13,0.26,0.42,0.0,15,0,8,43,True,False,False,0.15541982563053613
292,Liliya Shakirova,Record: 8-2-0,64.0,125.0,65.0,1991-10-24,2.7,0.3,2.58,0.74,0.0,0.0,0.0,0.0,8,0,2,34,True,False,False,0.0
294,Sean Spencer,Record: 12-6-0,70.0,170.0,74.0,1987-06-25,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0,12,0,6,38,True,False,False,0.12796212862175316
298,Marvin Eastman,Record: 18-15-1,69.0,185.0,73.0,1971-06-08,2.21,0.35,3.92,0.42,1.38,0.33,0.81,0.0,18,1,15,54,True,False,False,0.0006597698395253286
299,Mads Burnell,Record: 9-3-0,68.0,145.0,69.0,1994-03-06,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,9,0,3,31,True,False,False,0.9068779176834593
301,Jose Henrique,Record: 5-1-0,75.0,170.0,79.0,2002-05-23,3.45,0.43,5.79,0.38,0.0,0.0,0.0,0.0,5,0,1,23,True,False,False,0.0
303,Valentina Shevchenko,Record: 26-4-1,65.0,125.0,66.0,1988-03-07,3.04,0.52,2.0,0.63,2.65,0.61,0.76,0.3,26,1,4,37,False,True,False,1.0834932656916751
304,Carlos Ulberg,Record: 14-1-0,76.0,205.0,77.0,1990-11-07,6.54,0.55,4.04,0.51,0.55,0.6,0.85,0.2,14,0,1,35,True,False,False,1.1277949353069607
306,Wanderlei Silva,Record: 35-13-1 (1 NC),71.0,205.0,74.0,1976-07-03,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,35,1,13,49,True,False,False,0.0714035788036912
307,Joshua Weems,Record: 11-3-0,68.0,135.0,69.0,1994-05-05,5.25,0.64,3.34,0.61,4.77,0.4,1.0,0.0,11,0,3,31,True,False,False,1.8115749441047162
308,David Zawada,Record: 17-7-0,72.0,170.0,75.0,1990-08-01,3.84,0.41,4.54,0.55,0.97,0.33,0.57,1.7,17,0,7,35,True,False,False,0.5417966583370853
311,Tom Duquesnoy,Record: 16-2-0 (1 NC),67.0,135.0,68.0,1993-06-21,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0,16,0,2,32,True,False,False,-0.04013308211734612
314,Michal Oleksiejczuk,Record: 21-9-0 (1 NC),72.0,185.0,74.0,1995-02-22,5.34,0.51,4.41,0.59,1.02,0.43,0.52,0.0,21,0,9,30,False,True,False,0.8698971836924544
315,Oumar Sy,Record: 12-1-0,76.0,205.0,83.0,1995-11-21,3.67,0.48,1.72,0.7,2.73,0.36,1.0,0.4,12,0,1,30,True,False,False,1.8443329987996142
317,Luan Chagas,Record: 15-3-1,72.0,170.0,75.0,1993-06-17,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,15,1,3,32,True,False,False,0.5371406999711948
318,Marvin Vettori,Record: 19-9-1,72.0,185.0,74.0,1993-09-20,4.68,0.45,4.52,0.56,1.43,0.45,0.65,0.4,19,1,9,32,False,True,False,0.8002531921133368
323,Brad Scott,Record: 11-6-0,73.0,170.0,76.0,1989-06-24,3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7,11,0,6,36,True,False,False,0.0669451784427924
325,Martin Sano,Record: 4-3-1,71.0,170.0,75.0,1991-05-30,4.0,0.33,12.0,0.4,0.0,0.0,0.0,0.0,4,1,3,34,True,False,False,0.0
326,Don Shainis,Record: 12-5-0,66.0,145.0,67.0,1990-09-16,3.42,0.5,5.87,0.31,0.97,0.25,0.2,1.9,12,0,5,35,True,False,False,0.5072565918845359
329,Steven Koslow,Record: 6-1-0,67.0,125.0,69.0,1997-01-22,0.77,0.37,3.73,0.4,5.28,0.55,0.0,1.1,6,0,1,28,False,False,True,1.0291500226541141
330,Vitor Petrino,Record: 13-2-0,74.0,265.0,77.0,1997-08-28,2.75,0.46,2.48,0.47,3.04,0.51,0.79,0.8,13,0,2,28,True,False,False,1.3103100295639
331,Oskar Piechota,Record: 11-3-1 (1 NC),72.0,185.0,76.0,1990-01-24,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,11,1,3,35,False,True,False,0.48698040816985777
332,Royston Wee,Record: 4-1-0,67.0,135.0,67.0,1986-11-15,1.1,0.6,2.45,0.49,3.38,0.81,0.0,0.0,4,0,1,39,True,False,False,0.39202794304209315
333,Montserrat Conejo Ruiz,Record: 10-5-0,60.0,115.0,61.0,1993-02-03,2.21,0.29,6.19,0.44,1.75,0.5,0.44,0.6,10,0,5,32,False,True,False,0.16516270514693437
335,Ion Cutelaba,Record: 19-11-1 (1 NC),73.0,205.0,75.0,1993-12-14,4.26,0.43,3.34,0.47,3.77,0.49,0.75,0.1,19,1,11,32,False,True,False,1.3933112401977752
336,Justin Gaethje,Record: 26-5-0,71.0,155.0,70.0,1988-11-14,6.59,0.58,7.18,0.51,0.1,0.14,0.68,0.0,26,0,5,37,True,False,False,-0.17608015237349228
337,Danny Barlow,Record: 9-2-0,74.0,185.0,79.0,1995-08-02,5.81,0.51,4.65,0.52,0.0,0.0,1.0,0.0,9,0,2,30,False,True,False,0.2541947318949468
338,Sim Kai Xiong,Record: 7-2-0,66.0,135.0,67.0,1997-09-06,2.85,0.42,3.64,0.55,3.49,0.25,1.0,0.0,7,0,2,28,True,False,False,0.5433322903414559
341,Jason Jackson,Record: 7-2-0,73.0,170.0,78.0,1990-10-30,2.24,0.48,1.31,0.56,0.0,0.0,0.0,0.0,7,0,2,35,True,False,False,0.0
344,Thomas Almeida,Record: 22-5-0,67.0,145.0,70.0,1991-07-31,4.84,0.43,4.93,0.61,0.17,0.14,0.75,0.0,22,0,5,34,False,True,False,-0.014344604649999242
345,Jon Delos Reyes,Record: 8-5-0,66.0,125.0,67.0,1987-08-19,2.99,0.38,4.14,0.51,3.2,0.83,0.55,1.9,8,0,5,38,True,False,False,0.44312745201315884
347,Brock Lesnar,Record: 5-3-0 (1 NC),75.0,265.0,81.0,1977-07-12,3.53,0.72,2.11,0.5,3.9,0.55,0.6,0.5,5,0,3,48,True,False,False,0.09309868290277762
351,Javid Basharat,Record: 14-2-0 (1 NC),69.0,135.0,69.0,1995-09-07,5.41,0.53,2.96,0.61,1.62,0.4,0.83,0.2,14,0,2,30,True,False,False,1.7166715389855753
352,Kaynan Kruschewsky,Record: 15-3-0 (1 NC),72.0,155.0,73.0,1991-04-04,5.67,0.5,5.71,0.46,2.74,1.0,0.75,2.1,15,0,3,34,True,False,False,1.0180714969817246
353,Baisangur Susurkaev,Record: 11-0-0,74.0,185.0,79.0,2001-01-08,4.56,0.59,3.78,0.53,2.76,0.28,1.0,0.7,11,0,0,24,True,False,False,1.1652182700393452
355,Rostem Akman,Record: 6-2-0,70.0,170.0,72.0,1991-12-19,1.8,0.25,3.97,0.57,1.0,0.4,0.87,0.0,6,0,2,34,False,False,True,-0.14019598737223873
356,Sean Strickland,Record: 29-7-0,73.0,185.0,76.0,1991-02-27,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,29,0,7,34,True,False,False,1.019453258594162
357,Justin Burlinson,Record: 6-1-0,73.0,170.0,74.0,1997-05-19,1.24,0.4,3.09,0.61,0.0,0.0,1.0,9.3,6,0,1,28,False,False,True,0.3636224077543409
361,Donald Cerrone,Record: 36-17-0 (2 NC),73.0,155.0,73.0,1983-03-29,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,36,0,17,42,True,False,False,0.2510088370862493
363,Randy Couture,Record: 19-11-0,73.0,205.0,75.0,1963-06-22,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,19,0,11,62,True,False,False,0.001250115329230505
365,Antonina Shevchenko,Record: 10-4-0,68.0,125.0,67.0,1984-11-20,3.86,0.55,2.93,0.52,0.43,0.42,0.53,0.4,10,0,4,41,False,True,False,0.23171560575970856
366,Josh Emmett,Record: 19-6-0,66.0,145.0,70.0,1985-03-04,3.72,0.35,4.43,0.6,1.08,0.37,0.43,0.1,19,0,6,40,True,False,False,0.22690019632816374
370,Emrah Sonmez,Record: 14-5-0,70.0,145.0,71.0,1992-06-26,1.47,0.46,1.73,0.48,5.0,0.21,0.0,0.0,14,0,5,33,True,False,False,1.1984927624867787
372,Jeka Saragih,Record: 14-5-0,68.0,145.0,69.0,1995-01-01,2.75,0.5,2.82,0.4,2.17,0.8,0.66,0.5,14,0,5,30,True,False,False,1.1070359658445499
374,Oluwale Bamgbose,Record: 6-4-0,71.0,185.0,78.0,1987-08-04,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0,6,0,4,38,False,False,True,0.20488060402114167
375,Chris Gruetzemacher,Record: 15-5-0,68.0,155.0,68.0,1986-06-16,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,15,0,5,39,True,False,False,0.32668514366235385
376,Rio Tirto,Record: 8-1-0,64.0,125.0,66.0,2000-02-09,0.0,0.0,2.11,0.69,0.0,0.0,0.0,0.0,8,0,1,25,False,False,True,0.0
377,David Mitchell,Record: 22-7-0,72.0,170.0,75.0,1979-10-24,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,22,0,7,46,True,False,False,0.14544964004955416
378,Cameron Church,Record: 4-1-0,71.0,155.0,72.0,1990-09-27,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0,4,0,1,35,True,False,False,-0.03870633782518389
379,Julius Walker,Record: 7-1-0,76.0,205.0,78.0,1999-07-16,4.33,0.55,3.53,0.43,3.5,0.36,1.0,0.0,7,0,1,26,True,False,False,1.0742291308093914
382,Tim Sylvia,Record: 31-10-0 (1 NC),80.0,265.0,80.0,1976-03-05,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1,31,0,10,49,True,False,False,0.08940191149796156
384,Mariusz Ksiazkiewicz,Record: 8-1-0,75.0,185.0,75.0,1989-10-04,0.93,0.45,3.4,0.39,4.0,1.0,0.0,2.0,8,0,1,36,False,True,False,0.7805552485493338
387,Jodie Esquibel,Record: 6-6-0,61.0,115.0,64.0,1986-05-07,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0.0,6,0,6,39,True,False,False,-0.27909216969146966
388,Carls John De Tomas,Record: 6-2-0,65.0,125.0,71.0,1996-08-28,1.74,0.37,3.93,0.44,1.37,0.33,0.66,0.0,6,0,2,29,False,True,False,0.028467001138468256
390,Charles Jourdain,Record: 17-8-1,69.0,135.0,69.0,1995-11-27,5.48,0.49,4.25,0.56,0.33,0.21,0.47,0.7,17,1,8,30,False,False,True,0.6651996229691092
391,Kasey Tanner,Record: 6-1-0,67.0,135.0,69.0,1992-01-11,6.6,0.5,6.67,0.63,2.0,0.33,0.0,0.0,6,0,1,33,True,False,False,0.58605330361945
392,John Alessio,Record: 35-17-0 (2 NC),70.0,155.0,72.0,1979-07-05,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,35,0,17,46,True,False,False,0.11384516148015762
393,Walt Harris,Record: 13-10-0 (1 NC),77.0,250.0,77.0,1983-06-10,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,13,0,10,42,False,True,False,0.0478360493512347
394,Luke Barnatt,Record: 13-4-0,78.0,185.0,77.0,1988-04-13,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4,13,0,4,37,True,False,False,0.4304550581329408
395,Loopy Godinez,Record: 14-5-0,62.0,115.0,61.0,1993-09-06,4.51,0.49,4.03,0.62,2.96,0.41,0.81,0.9,14,0,5,32,True,False,False,1.1995213986631434
397,Tofiq Musayev,Record: 22-6-0,69.0,155.0,69.0,1989-12-15,0.44,0.33,0.44,0.71,0.0,0.0,0.4,0.0,22,0,6,36,True,False,False,-0.006020062436545515
398,Mana Martinez,Record: 10-4-0,70.0,135.0,70.0,1996-03-25,4.33,0.48,4.94,0.5,0.72,0.42,0.25,0.5,10,0,4,29,True,False,False,0.5253103018109082
402,David Branch,Record: 22-6-0,73.0,185.0,78.0,1981-09-26,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,22,0,6,44,True,False,False,0.2340054350139825
404,David Bielkheden,Record: 24-12-0,70.0,155.0,71.0,1979-06-06,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,24,0,12,46,True,False,False,0.16614535376553613
406,Andre Winner,Record: 21-11-2,71.0,155.0,73.0,1981-11-09,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0,21,2,11,44,True,False,False,-0.16726540711712454
407,Fernando Gonzalez,Record: 26-14-0,69.0,170.0,68.0,1983-09-15,4.47,0.47,4.03,0.65,0.86,0.33,0.43,1.4,26,0,14,42,False,True,False,0.2859419530445035
408,Gabriella Fernandes,Record: 11-3-0,66.0,125.0,66.0,1993-08-13,3.56,0.48,5.19,0.52,0.44,0.18,0.68,0.2,11,0,3,32,False,True,False,-0.2133197226938796
409,Mikheil Sazhiniani,Record: 13-3-0,72.0,205.0,71.0,1996-10-05,2.27,0.28,3.03,0.52,0.0,0.0,1.0,0.0,13,0,3,29,True,False,False,-0.46605998640988744
412,Abu Azaitar,Record: 14-4-1,69.0,185.0,76.0,1986-03-10,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0,14,1,4,39,True,False,False,0.2897776321848078
413,Yuri Panferov,Record: 9-1-0,73.0,185.0,72.0,1996-08-30,3.65,0.5,2.55,0.6,2.64,0.57,0.36,0.0,9,0,1,29,True,False,False,1.1060232803972159
414,Mariya Agapova,Record: 10-5-0,66.0,125.0,68.0,1997-04-07,4.43,0.54,3.62,0.52,0.55,0.66,0.45,0.8,10,0,5,28,False,True,False,0.8401491982711462
415,Sam Hughes,Record: 11-6-0,65.0,115.0,64.0,1992-06-28,4.34,0.46,4.44,0.58,1.23,0.35,0.6,0.2,11,0,6,33,True,False,False,0.5033525449156807
416,Andrey Pulyaev,Record: 10-3-0,76.0,185.0,78.0,1997-09-10,3.81,0.6,3.51,0.48,0.41,0.16,0.64,0.0,10,0,3,28,False,True,False,0.251951040404668
422,Marwan Rahiki,Record: 7-0-0,68.0,145.0,72.0,2002-05-10,5.96,0.47,6.1,0.56,0.0,0.0,1.0,2.1,7,0,0,23,True,False,False,0.17013134989007966
423,Irwin Rivera,Record: 10-6-0,66.0,135.0,67.0,1989-02-14,3.36,0.44,5.07,0.57,1.0,0.16,0.7,0.0,10,0,6,36,False,True,False,-0.07868722217374094
424,Phil Baroni,Record: 15-18-0,69.0,170.0,72.0,1976-04-16,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5,15,0,18,49,True,False,False,0.03280544722431181
425,Jacob Rosales,Record: 13-7-0,71.0,155.0,74.0,1995-07-28,7.19,0.46,10.66,0.44,1.12,0.18,0.5,0.6,13,0,7,30,True,False,False,-0.19796131542004197
427,Zelim Imadaev,Record: 8-3-0,72.0,170.0,76.0,1995-01-25,2.91,0.36,4.35,0.43,0.38,0.5,0.6,0.0,8,0,3,30,True,False,False,0.01952646238174418
428,Vadym Kutsyi,Record: 17-2-0,72.0,170.0,71.0,1991-07-18,5.53,0.48,4.94,0.55,3.53,0.4,0.0,0.0,17,0,2,34,True,False,False,1.1397039995009879
429,Sumudaerji,Record: 18-7-0,68.0,125.0,72.0,1996-01-20,4.48,0.52,2.39,0.6,0.16,0.11,0.71,0.6,18,0,7,29,False,True,False,0.9603183109764275
431,Mickael Lebout,Record: 16-7-1 (1 NC),71.0,155.0,73.0,1987-08-16,2.6,0.34,2.98,0.54,0.0,0.0,0.6,0.0,16,1,7,38,True,False,False,-0.10050461300784233
432,Kai Kara-France,Record: 25-12-0 (1 NC),64.0,125.0,69.0,1993-03-26,4.46,0.4,3.24,0.64,0.56,0.3,0.83,0.0,25,0,12,32,True,False,False,0.7649784830474746
433,Johnny Walker,Record: 22-9-0 (1 NC),78.0,205.0,82.0,1992-03-30,4.06,0.55,3.09,0.45,0.42,0.6,0.57,0.8,22,0,9,33,True,False,False,0.8893175842933525
435,Corey Anderson,Record: 14-5-0,75.0,205.0,79.0,1989-09-22,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,14,0,5,36,True,False,False,1.4454453337852584
436,Curtis Blaydes,Record: 19-5-0 (1 NC),76.0,265.0,80.0,1991-02-18,3.56,0.5,2.0,0.58,5.38,0.48,0.31,0.0,19,0,5,34,True,False,False,1.4365973415357742
438,James Irvin,Record: 17-10-0 (2 NC),74.0,205.0,75.0,1978-09-12,2.03,0.48,3.86,0.35,0.0,0.0,0.36,0.5,17,0,10,47,True,False,False,-0.022458323561726376
439,Ludovit Klein,Record: 24-5-1,67.0,155.0,72.0,1995-02-22,3.76,0.53,3.48,0.53,1.37,0.51,0.76,0.0,24,1,5,30,False,True,False,0.9504932133971189
440,Tamdan McCrory,Record: 14-5-0,76.0,185.0,76.0,1986-11-05,2.07,0.49,1.6,0.46,2.28,0.5,0.33,2.5,14,0,5,39,False,False,True,0.6631768388442699
441,Stefan Sekulic,Record: 12-4-0,72.0,170.0,75.0,1992-02-12,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5,12,0,4,33,False,True,False,0.7413325346656129
442,Chris Wade,Record: 12-3-0,70.0,155.0,70.0,1987-09-30,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,12,0,3,38,True,False,False,0.631365252911023
443,Mike Guymon,Record: 15-6-1,72.0,170.0,74.0,1974-09-17,2.75,0.65,0.79,0.66,1.87,0.37,0.54,1.2,15,1,6,51,True,False,False,0.061304890065018824
444,Michael Trizano,Record: 11-3-0,71.0,145.0,71.0,1991-12-31,3.63,0.53,4.4,0.5,0.36,0.66,0.72,0.5,11,0,3,33,True,False,False,0.27598713240015166
445,Junior Albini,Record: 14-6-0,75.0,264.0,74.0,1991-03-15,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,14,0,6,34,True,False,False,-0.20650650921426925
447,Rongzhu,Record: 27-6-0,69.0,155.0,71.0,2000-03-07,6.02,0.51,5.44,0.52,1.35,0.62,0.84,0.1,27,0,6,25,True,False,False,1.0512005647005225
448,Teddy Ash,Record: 14-5-0,73.0,185.0,73.0,1989-12-27,7.27,0.61,6.8,0.28,0.0,0.0,1.0,0.0,14,0,5,36,False,False,True,-0.06430439954483216
450,Joe Proctor,Record: 11-5-0,70.0,155.0,72.0,1985-08-10,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,11,0,5,40,True,False,False,0.08518492115555074
456,Bia Mesquita,Record: 6-0-0,64.0,135.0,67.0,1991-04-07,4.98,0.57,0.83,0.73,4.15,0.66,0.0,2.1,6,0,0,34,True,False,False,0.83656622349197
459,Diego Rivas,Record: 10-2-0,68.0,145.0,69.0,1991-11-11,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,10,0,2,34,True,False,False,0.6152789090314182
461,Juan Adams,Record: 5-3-0,77.0,265.0,80.0,1992-01-16,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,5,0,3,33,True,False,False,0.8138139712934387
462,Melvin Guillard,Record: 32-18-2 (3 NC),69.0,155.0,71.0,1983-03-30,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,32,2,18,42,True,False,False,0.3661121322133421
463,Vladimir Matyushenko,Record: 27-8-0,72.0,205.0,74.0,1971-01-04,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,27,0,8,54,True,False,False,0.022698373355110282
464,Anton Kuivanen,Record: 24-10-0,68.0,155.0,72.0,1984-05-01,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,24,0,10,41,True,False,False,0.47911037192750844
466,Ryan Spann,Record: 23-11-0,77.0,205.0,79.0,1991-08-24,3.19,0.39,4.14,0.43,1.3,0.34,0.52,1.8,23,0,11,34,True,False,False,0.6559761014589472
467,Manon Fiorot,Record: 13-2-0,67.0,125.0,65.0,1990-02-17,5.66,0.42,3.58,0.66,1.05,0.29,0.87,0.0,13,0,2,35,True,False,False,0.9603441101473666
468,In Su Hwang,Record: 8-2-0,71.0,185.0,74.0,1994-01-18,2.47,0.46,6.2,0.44,0.0,0.0,0.5,0.0,8,0,2,31,True,False,False,-0.6914416403090128
469,Chris Curtis,Record: 32-12-0 (1 NC),70.0,170.0,75.0,1987-07-15,5.98,0.5,6.19,0.54,0.0,0.0,0.82,0.0,32,0,12,38,True,False,False,-0.18146287878399406
473,Kathryn Paprocki,Record: 3-2-0,63.0,115.0,63.0,1993-04-28,1.0,0.23,4.27,0.43,0.0,0.0,0.0,0.0,3,0,2,32,True,False,False,0.0
474,Hatsu Hioki,Record: 29-10-2,71.0,145.0,73.0,1983-07-18,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,29,2,10,42,True,False,False,0.4081468604468096
478,Drew McFedries,Record: 12-7-0,72.0,185.0,72.0,1978-07-27,5.13,0.51,4.56,0.52,1.42,1.0,0.56,0.7,12,0,7,47,False,True,False,0.12269932744330099
480,Phil Davis,Record: 17-4-0 (1 NC),74.0,205.0,79.0,1984-09-25,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,17,0,4,41,True,False,False,0.6517837745754061
483,Ricky Turcios,Record: 13-5-0,69.0,135.0,71.0,1993-06-05,4.73,0.4,3.72,0.52,0.91,0.2,0.44,0.4,13,0,5,32,True,False,False,0.6793509524688411
484,Canaan Kawaihae,Record: 6-2-0 (1 NC),72.0,145.0,71.0,1997-08-26,2.83,0.51,4.59,0.36,0.0,0.0,1.0,0.0,6,0,2,28,False,True,False,-0.6570003961736345
485,Daniel Allen,Record: 5-0-0,72.0,155.0,75.0,1992-08-10,7.6,0.51,5.87,0.53,2.0,0.66,1.0,0.0,5,0,0,33,False,True,False,0.939209516203228
487,Montse Rendon,Record: 7-1-0,68.0,135.0,68.0,1989-03-16,3.09,0.28,3.42,0.59,2.0,0.37,1.0,0.3,7,0,1,36,True,False,False,0.37078393641653257
488,Gokhan Saki,Record: 1-2-0,72.0,205.0,73.0,1983-10-19,7.09,0.58,4.57,0.53,0.0,0.0,1.0,0.0,1,0,2,42,True,False,False,0.11603397283163368
491,Nick Osipczak,Record: 6-3-0,74.0,170.0,76.0,1984-12-30,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0,6,0,3,40,True,False,False,0.1629442857047295
492,Tim Elliott,Record: 22-13-1,67.0,125.0,66.0,1986-12-24,3.37,0.44,2.65,0.57,3.71,0.47,0.59,1.1,22,1,13,39,False,True,False,0.7187848432823186
493,Aleksandre Topuria,Record: 7-1-0,67.0,135.0,68.0,1996-01-28,2.93,0.55,2.57,0.68,1.5,0.33,1.0,0.0,7,0,1,29,True,False,False,0.648445937835168
